CodigoPrestador,NombrePrestador,TipoIdentificacion,NumeroIdentificacion,NaturalezaJuridica,ESE,DepartamentoPrestador,MunicipioPrestador,DireccionPrestador,EmailPrestador,TelefonoPrestador,FechaCorte,municipios_count,sedes_count,id_entidad,razon_social,codigo_postal,pagina_web,ambito_SIIF
2358600743,E.S.E CAMU DE PURISIMA,NI,812001792,Pública,SI,Córdoba,23586,CRA 6 N#12-19 VIA LORICA - CHINU,esecamupurisima1@hotmail.com,7718000,Fecha corte REPS: Jul 4 2023 1:19PM,1,6,220123586,E.S.E. Camu - Purísima,231547,http://www.esecamu-purisima-cordoba.gov.co/,No
2366000029,SOCIEDAD DE FISIOTERAPEUTAS DE SAHAGUN LIMITADA. SOFISA LTDA,NI,812001298,Privada,NO,Córdoba,23660,CALLE 16 Nº 10-18,sofisaltda@gmail.com,7776006-7776006,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2366000173,CLINICA SAHAGUN I.P.S. S.A,NI,812000527,Privada,NO,Córdoba,23660,CALLE 14 N°. 6-66,gerencia@clinicasahagun.com,7777209,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2366000232,ESE HOSPITAL SAN JUAN DE SAHAGUN,NI,812003851,Pública,SI,Córdoba,23660,CL 18 #1-64,esehospitalsanjuan@gmail.com,7777774,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,128423000,E.S.E. Hospital San Juan,232540,http://,No
2366000317,ESE CAMU SAN RAFAEL,NI,812001579,Pública,SI,Córdoba,23660,KRA 14 Nº 2E-25,camusanrafael2@yahoo.es,309124715 ext 107,Fecha corte REPS: Jul 4 2023 1:19PM,1,32,220123660,E.S.E. Camu San Rafael - Sahagún,232540,http://www.esecamusanrafael.sahagun-cordoba.gov.co/,No
2366000356,CENTRO DE REHABILITACION FISICO PULMONAR CERFIP SAS,NI,812002820,Privada,NO,Córdoba,23660,cra 13 Entre calles 10-11 Nº 10-42,cerfipmonteria@gmail.com,7775974,Fecha corte REPS: Jul 4 2023 1:19PM,5,7,,,,,
2366000365,E.A.T. CENTRO MEDICO SANTA MARIA I.P.S.,NI,812005369,Privada,NO,Córdoba,23660,CALLE14 # 5-69 SAN PEDRO,santamariaips@gmail.com,7587110 - 3008015413,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
2366000448,CURAR I.P.S. S.A.S,NI,812003001,Privada,NO,Córdoba,23660,KR 13 #13-21,curaripsltda@hotmail.com,3116549630- 3008422568,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2367000392,SAN SIMON INSTITUCION PRESTADORA DE SALUD LTDA,NI,812006884,Privada,NO,Córdoba,23670,CRA 9 #7E-7. CALLE LA POPA,ipssansimon@hotmail.com,7799564,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
2367000540,I.P.S. SALUMED LTDA,NI,812001793,Privada,NO,Córdoba,23670,CRA 10 # 1-334,ipssalumed@gmail.com - ipssalumed@yahoo.es,7770206 - 3126982906,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
2367000663,ESE SAN ANDRES APOSTOL,NI,812001332,Pública,SI,Córdoba,23670,KR 7A #8-40,gerencia@hosanapostol.org,7799044,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,220123670,E.S.E. Hospital San Andrés Apóstol,232030,http://hosanapostol.org,No
2367001229,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,NI,900205591,Pública,NO,Córdoba,23670,CALLE 12 # 8 - 39 BARRIO BUENOS AIRES,ipsmanexka@hotmail.com,7799685,Fecha corte REPS: Jul 4 2023 1:19PM,5,8,923271351,I.P.S.I. Manexka,230003,http://www.manexkaipsi.com,No
2367001235,INSTITUCION PRESTADORA DE SERVICIOS CLINIMAS LTDA,NI,900197010,Privada,NO,Córdoba,23670,BARRIO GETSEMANI CRA TRONCAL TUCHIN,CLINITUCHIN@HOTMAIL.COM,3218246688,Fecha corte REPS: Jul 4 2023 1:19PM,2,3,,,,,
2367200469,E.S.E CAMU IRIS LÓPEZ DURAN,NI,812002993,Pública,SI,Córdoba,23672,CR. TRONCAL VIA COVEÑAS,esecamuirislopezduran@gmail.com,(0947) 8110334,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,220123672,E.S.E. Camu - San Antero,111711,http://www.esecamuirislopezduran.org,No
2367200554,TODO SALUD I.P.S. LTDA,NI,812004874,Privada,NO,Córdoba,23672,CRA 28 # 07-174 B. SILENCIO,gerencia@todosaludips.com,8110270,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
2367500702,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,NI,891000499,Pública,SI,Córdoba,23675,KM  1.5 VIA LORICA,gerencia@esehospitalsanjose.com,7554021 - 3147581559-321793755-3005134669,Fecha corte REPS: Jul 4 2023 1:19PM,1,4,128023000,E.S.E. San José - San Bernardo del Viento,231501,http://,No
2368600453,ESE CAMU DE SAN PELAYO,NI,812001550,Pública,SI,Córdoba,23686,SAN PELAYO,esecamudesanpelayo2006@yahoo.es,(4)7740564,Fecha corte REPS: Jul 4 2023 1:19PM,1,12,220123686,E.S.E. Camu - San Pelayo,230520,http://,No
2380700077,FUNDACION SOLIDARIA FUNDASOLIDARIA I.P.S.,NI,812004371,Privada,NO,Córdoba,23807,CL 5 # 10-11,gerencia.fundasolidaria@gmail.com,7687961,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2380700106,ESE HOSPITAL SAN JOSE DE TIERRALTA,NI,812000317,Pública,SI,Córdoba,23807,CL 5#8-10 BARRIO EL PRADO,calidadhospitalsanjoset@gmail.com,9407771160,Fecha corte REPS: Jul 4 2023 1:19PM,1,7,126423000,E.S.E. Hospital San José - Tierralta,231037,http://esehospitalsanjosetierraltacordoba.com,No
2380700739,SALUD TIERRALTA IPS SAS,NI,812006934,Privada,NO,Córdoba,23807,CRA 17 NUMERO 7-32 BARRIO 19 DE MARZO,saludtierralta.gerenciaf@gmail.com,7687537,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2380700929,MEDICOLAB IPS EU,NI,812008379,Privada,NO,Córdoba,23807,CL 8A # 12-48 - Barrio:20 DE JULIO,chimazenu@gmail.com,3105396262,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2385500671,ESE HOSPITAL SAGRADO CORAZON DE JESUS,NI,812000300,Pública,SI,Córdoba,23855,CL12#8-99,esehscj@hotmail.com,7773140-41,Fecha corte REPS: Jul 4 2023 1:19PM,1,9,126523000,E.S.E. Sagrado Corazón de Jesús - Valencia,234530,http://www.esehscj.com,No
2500100094,SANATORIO DE AGUA DE DIOS E.S.E.,NI,890680014,Pública,SI,Cundinamarca,25001,KR 11 No. 21-108,gerencia@sanatorioaguadedios.gov.co,8342677-8345000,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,26525000,E.S.E. Sanatorio de Agua de Dios,252850,http://www.sanatorioaguadedios.gov.co,No
2504000352,E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA,NI,832001465,Pública,SI,Cundinamarca,25040,CALLE 3 No. 1-81,gerencia@esehospitalsanantoniodeanolaima.gov.co,8454393,Fecha corte REPS: Jul 4 2023 1:19PM,2,8,120125040,E.S.E. Empresa Social del Estado Hospital San Antonio - Anolaima,253040,http://www.esehospitalsanantoniodeanolaima.gov.co,No
2505300023,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,NI,890680031,Pública,SI,Cundinamarca,25053,CL 7 No. 8-48,harbelaez@cundinamarca.gov.co,8686069,Fecha corte REPS: Jul 4 2023 1:19PM,5,5,923270982,E.S.E. Hospital San Antonio - Arbeláez,252001,http://www.esehospitalarbelaez.gov.co,No
2512600113,CENTRAL DE SERVICIOS MEDICOS CAJICA SAS INSTITUCION PRESTADORA DE SERVICIOS DE SALUD IPS SIGLA CEMEDICA,NI,832005444,Privada,NO,Cundinamarca,25126,CALLE 4 No. 3A- 05 VIA HATO GR,calidadcemedica@gmail.com,8660839,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2512600343,CLINICA COLSANITAS S.A.,NI,800149384,Privada,NO,Cundinamarca,25126,"CENTRO EMPRESARIAL AGUA CLARA VIA CHIA - CAJICA PISOS 2,3, Y 4  - Barrio:",sfiguero@colsanitas.com,5958940,Fecha corte REPS: Jul 4 2023 1:19PM,4,4,,,,,
2512600353,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,NI,832002436,Pública,SI,Cundinamarca,25126,Carrera 4 No. 1-10,gerencia@hospitalcajica.gov.co,8664949,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,270125126,E.S.E. Hospital Profesor Jorge Cavelier,110321,http://www.hospitalcajica.gov.co,No
2512602169,CENTRO MEDICO SAN LUIS CLINICA QUIRURGICA S.A.S.,NI,900218628,Privada,NO,Cundinamarca,25126,Calle 1 Nro. 3-73y Cra. 4 Nro. 0-90,e.arevalo.r@hotmail.com,8837318,Fecha corte REPS: Jul 4 2023 1:19PM,2,3,,,,,
2515100016,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,NI,832001411,Pública,SI,Cundinamarca,25151,Calle 6 Nº 5 - 00,gerencia@hospitalcaqueza.gov.co,8480353,Fecha corte REPS: Jul 4 2023 1:19PM,5,6,122425000,E.S.E. Hospital San Rafael  - Cáqueza,251820,http://www.esehospitalcaqueza.gov.co,No
2515400077,ESE HOSPITAL HABACUC CALDERON DE CARMEN DE CARUPA,NI,899999161,Pública,SI,Cundinamarca,25154,CALLE 2 No 1E-50,gerencia@esehospitalhabacuccalderon.gov.co,3202052369,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923269812,E.S.E. Hospital Habacuc Calderón - Carmen de Carupa,250420,http://www.esehabacuccalderon.gov.co,No
2517500020,E.S.E. HOSPITAL SAN ANTONIO CHIA,NI,899999156,Pública,SI,Cundinamarca,25175,KR 10 No. 8-24,hchia@esehospitalchia.gov.co,5140707,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,95600000,E.S.E. Hospital San Antonio de Chía,251750,http://www.esehospitalchia.gov.co,No
2517500039,ASOCIACION DE PROFESIONALES CLINIMEDIC Y SALUD OCUPACIONAL LTDA.,NI,832006431,Privada,NO,Cundinamarca,25175,CALLE 11 No. 13-43,clinimedic.chia.gerencia@gmail.com,8633401,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2517500059,CLÍNICA UNIVERSIDAD DE LA SABANA,NI,832003167,Privada,NO,Cundinamarca,25175,Km. 21 Autopista Norte- La Caro,calidad@clinicaunisabana.edu.co,8617777,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
2517500132,Clinica Chia S.A.S.,NI,800200789,Privada,NO,Cundinamarca,25175,CALLE 6 No. 10-125,calidad@clinicachia.com,6019156979,Fecha corte REPS: Jul 4 2023 1:19PM,7,14,,,,,
2517500186,OPTICENTRO INTERNACIONAL S.A.S,NI,860043998,Privada,NO,Cundinamarca,25175,CENTRO CHIA LC 1062 - CHIA,gina.sanchez@opticentro.com.co,3258025 ext 2000,Fecha corte REPS: Jul 4 2023 1:19PM,6,8,,,,,
2517500239,FUNDACION PARA EL NIÑO SORDO ICAL,NI,860021072,Privada,NO,Cundinamarca,25175,VEREDA BOJACA  FINCA LA FE,direcciongeneral@icalcolombia.org,8626502,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2517500255,ANALIZAR LABORATORIO CLINICO AUTOMATIZADO S.A.S.,NI,891408851,Privada,NO,Cundinamarca,25175,AV PRADILLA NO. 2ES 71 CC SABANA N LC 99,yasmin.perez@synlab.co,57 1 6580000,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2517501384,INVERSIONES DAMA SALUD SAS,NI,830108482,Privada,NO,Cundinamarca,25175,AV PRADILLA Nº 1-125  ES,coordinadorhabilitacion@sonria.com.co,8617855,Fecha corte REPS: Jul 4 2023 1:19PM,5,6,,,,,
2517501848,LABORATORIO MEDICO ECHAVARRIA S.A.S,NI,890906793,Privada,NO,Cundinamarca,25175,AV PRADILLA 2 ESTE 71 LC 103,gescalidad@labechavarria.com,3147737822,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2517501948,SABER VIVIR SABANA SAS,NI,900152983,Privada,NO,Cundinamarca,25175,KR 1 A NO. 11-130 OF 214 OFICHIA,serviciosdomiciliarios@sabervivirsabana.com,885 25 25,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2517501981,CENTRO OPTICO LUNA VISION LTDA,NI,900184779,Privada,NO,Cundinamarca,25175,KR  11 No. 12-50,centroopticolunavision@gmail.com,0,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2517502025,INVERSIONES VISUALES DE COLOMBIA,NI,900051418,Privada,NO,Cundinamarca,25175,AV PRADILLA 2A ES 71 LC 100,sooleil_saludvisual@hotmail.com,8615399,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2517502140,ORTODONCIA ESPECIALIZADA DENTIMAX S.A.S.,NI,900194667,Privada,NO,Cundinamarca,25175,AV PRADILLA  No. 1 E  62,dentimaxchia@outlook.es,8 85 04 97,Fecha corte REPS: Jul 4 2023 1:19PM,10,10,,,,,
2517502142,IPS PSICOTERAPEUTICO Y REEDUCATIVO San Rafael SAS / IPS P R SAN RAFAEL SAS,NI,900130671,Privada,NO,Cundinamarca,25175,Avenida Pradilla 5 20 - Barrio:,info@sanrafaelips.com.co,8623090-8638985-3153941616-3202941525,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2517502157,FUNDACION SANTA FE DE BOGOTA,NI,860037950,Privada,NO,Cundinamarca,25175,"Vereda Bojacá, sector Fontanar, Avenida  Paseo de los Zipas, Centro Comercial Fontanar - Barrio:Vereda Bojacá",adriana.urrego@fsfb.org.co,321450003,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2517502170,ASOCIADOS EN IMÁGENES DIAGNOSTICAS LTDA,NI,830120338,Privada,NO,Cundinamarca,25175,AV Pradilla 0 - 115 ES,asimdi@aol.es,8617963/8618014/8621120,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
2518300025,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,NI,860024766,Pública,SI,Cundinamarca,25183,KR 4 Nº 8- 12,hospitalchoconta@hotmail.com,8562202,Fecha corte REPS: Jul 4 2023 1:19PM,5,5,122725000,Empresa Social del Estado Región de Salud Centro Oriente Almeidas,250801,http://www.hospitaldechoconta.gov.co,No
2518300100,OSDOKSALUD SERVICIOS INTEGRALES EN SALUD EU,NI,832002471,Privada,NO,Cundinamarca,25183,CALLE 6 No. 3-80,osdoksalud@gmail.com,57 (1)8562256,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2521400013,CIMAD IPS LTDA,NI,830093234,Privada,NO,Cundinamarca,25214,CL 13 No:5-25/45,cimadips@gmail.com,8640692,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2522400277,E.S.E. CENTRO DE SALUD CUCUNUBA,NI,832010240,Pública,SI,Cundinamarca,25224,KR 4 No. 4-61,gerencia@esecentrosaludcucunuba.gov.co,3112517275,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,220125224,E.S.E. Centro de Salud - Cucunubá,250450,http://,No
2524500057,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,NI,860020094,Pública,SI,Cundinamarca,25245,Calle 6 No. 7-38/ CARRERA 8 No. 6-06/ 28/ 32,contactenos@eseelcolegio-cundinamarca.gov.co,3102934181 - 3148342856,Fecha corte REPS: Jul 4 2023 1:19PM,1,4,923270953,E.S.E. Hospital Nuestra Señora del Carmen - El Colegio,252630,http://www.eseelcolegio-cundinamarca.gov.co,No
2524500085,CENTRO MEDICO IRMED LIMITADA,NI,808001693,Privada,NO,Cundinamarca,25245,Calle 7 No 5 - 63,irmed_elcolegio@hotmail.com,0,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2525801860,EMPRESA SOCIAL DEL ESTADO CAYETANO MARIA DE ROJAS,NI,900129296,Pública,SI,Cundinamarca,25258,KR 3 No.3-09,esedelpenon@gmail.com,3114487781,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923270890,E.S.E. Cayetano María de Rojas,254020,http://www.ese-elpenon.gov.co,No
2526900049,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,NI,899999151,Pública,SI,Cundinamarca,25269,KR 2 # 1 - 80,gerencia@hospitalfacatativa.gov.co,(091) 8422900,Fecha corte REPS: Jul 4 2023 1:19PM,4,7,122925000,E.S.E. Hospital San Rafael - Facatativá,253052,http://www.hospitalfacatativa.gov.co,No
2526900141,CLINICA SANTA ANA S.A.S,NI,800242197,Privada,NO,Cundinamarca,25269,CL 3 No. 4-22,clinicasantaana94@yahoo.es -fadaza50@gmail.com- clinicasantaanacal,3134327455 - 3144143156,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2526901857,BIOTECNOLOGIA Y GENETICA S.A.S BIOTECGEN S.A.S,NI,900141569,Privada,NO,Cundinamarca,25269,CL  8A  N 3A - 08 - Barrio:CENTRO,sedefacatativa@biotecgen.com.co,(601)919999 - 3153186143,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2526902158,EMMANUEL INSTITUTO DE REHABILITACION Y HABILITACION INFANTIL S.A.S,NI,900259421,Privada,NO,Cundinamarca,25269,VEREDA LOS MANZANOS VIA LA FLORIDA LOTE EMANUEL,direcciondecalidad@emmanuelips.co,7433693-3022874789-3022279061,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2527900055,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,NI,800174375,Pública,SI,Cundinamarca,25279,CL 4 No.5-00,hfomeque@yahoo.com,2411420,Fecha corte REPS: Jul 4 2023 1:19PM,3,3,923270904,E.S.E. Hospital San Vicente de Paul - Fómeque,251640,http://www.hospitalsanvicentedepaul-fomeque.gov.co,No
2528100212,CENTRO DE SALUD DE FOSCA E.S.E.,NI,832007272,Pública,SI,Cundinamarca,25281,KR 1 No. 3-05,ese_centrodesalud@fosca-cundinamarca.gov.co,3174180386,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,923271597,E.S.E. Centro de Salud de Fosca - Cundinamarca,251830,http://www.centrodesaludfosca.gov.co,No
2528600208,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,NI,860007336,Privada,NO,Cundinamarca,25286,kr 9 N° 17A- 95 Piso 3 y 4 excepto  cons. 305,calidad.colsubsidio@colsubsidio.com,8234020 - 8219030 EXT 1153-1154,Fecha corte REPS: Jul 4 2023 1:19PM,7,9,,,,,
2528602172,HUMANA-VITAL S.A.S,NI,900217648,Privada,NO,Cundinamarca,25286,CL 11 No 10A-79,humanavitals.a.s@hotmail.com,8263636 / 8237239,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2528602522,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,NI,900750333,Pública,SI,Cundinamarca,25286,CALLE 11 N° 9-99,gerencia@hospitalfunza.gov.co,3186040512,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,923272604,E.S.E. Hospital Nuestra Señora de las Mercedes Funza,250020,http://www.hospitalfunza.gov.co,No
2529000036,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,NI,890680025,Pública,SI,Cundinamarca,25290,DG 23. #12-64 BARRIO SAN MATEO,gerencia@hospitaldefusagasuga.gov.co,8733000 EXT 102,Fecha corte REPS: Jul 4 2023 1:19PM,3,13,123125000,E.S.E. Hospital San Rafael - Fusagasugá,252211,http://www.hospitaldefusagasuga.gov.co,No
2529000114,SOCIEDAD MEDICO QUIRÚRGICA NUESTRA SEÑORA DE BELÉN DE FUSAGASUGA S.A.S,NI,800174851,Privada,NO,Cundinamarca,25290,CL 17BIS No. 12-24,gerenciageneral@clinicabelen.com.co,8868888 / 8868889,Fecha corte REPS: Jul 4 2023 1:19PM,1,5,,,,,
2529000133,Médicos Asociados Ciudad Jardín Ltda,NI,830126612,Privada,NO,Cundinamarca,25290,CALLE 10 No. 7-42,fusamedasociados@hotmail.com,8735642,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2529000329,SOCIEDAD MEDICA DE ESPECIALISTAS DIAGNOSTICO E IMAGENOLOGIA MEDSALUD S.A.S.,NI,900013381,Privada,NO,Cundinamarca,25290,KR 14 BIS No. 16-10,gerencia@info.medsaludips.com,3108802387,Fecha corte REPS: Jul 4 2023 1:19PM,1,7,,,,,
2529001861,SALUD MEDICOS ESPECIALISTAS S.A,NI,900119357,Privada,NO,Cundinamarca,25290,TV 12 No.17A-38,saludmedicosespecialistas@gmail.com,8868214,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
2529002104,"""FUNDACIÓN LA LUZ - CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCIÓN""",NI,811004956,Privada,NO,Cundinamarca,25290,KM 64 VIA BOGOTA- MELGAR CIUDADELA FUNDACION LA LUZ,chinauta@fundacionlaluz.net,3017481056- 3143916638,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2529002129,DENTYSONRISAS SAS,NI,900240657,Privada,NO,Cundinamarca,25290,CARRERA 5 No 9-38.,dentysonrisas@hotmail.com,8671881,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2529002175,UNIDAD DE SALUD FISICA CORPORAL E.U,NI,900204270,Privada,NO,Cundinamarca,25290,Calle 20 # 9-11,LUZLANDINEZ@GMAIL.COM,8866121,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2529700035,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,NI,899999163,Pública,SI,Cundinamarca,25297,KR 8 No. 6A-121,esehospitalgacheta@hgacheta.com,8535637,Fecha corte REPS: Jul 4 2023 1:19PM,4,5,123225000,E.S.E. Hospital San Francisco - Gachetá,251230,http://www.hgacheta.com,No
2530700004,SOCIEDAD DE ESPECIALISTAS DE GIRARDOT S.A.S,NI,890601210,Privada,NO,Cundinamarca,25307,CL 13 No.10-49 Y CL  13 No. 10-65,agerencia@clinicadeespecialistasgirardot.com,"6017943221, 3174336100, 3187117276",Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
2530700010,RTS S.A.S,NI,805011262,Privada,NO,Cundinamarca,25307,CRA 8A No 20A - 01 BRR GRANADA,julia_lozano@baxter.com,(1)4399494,Fecha corte REPS: Jul 4 2023 1:19PM,3,3,,,,,
2530700088,FUNDACION CENTRO DE REHABILITACION DEL NIÑO ESPECIAL CERES,NI,808000024,Privada,NO,Cundinamarca,25307,VDA GUABINAL PLAN CARRETERA GIRARDOT-TOCAIMA KM 5 A 400 MT DE LA VIA COSTADO NORTE,ceresadmon@gmail.com,3003157181,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2530700121,IMÁGENES DIAGNOSTICAS CLINICAS S.A.,NI,830025643,Privada,NO,Cundinamarca,25307,KR 8 No. 20A-07,IDCGIRARDOT@YAHOO.COM,8886289-8886292,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2530700122,CLINICA METROPOLITANA CMO I.P.S. S.A.S.,NI,808000252,Privada,NO,Cundinamarca,25307,CALLE 20 NO. 8-28 B/ GRANADA - Barrio:GRANADA,gerenciametropolitanaips@gmail.com,3164742855,Fecha corte REPS: Jul 4 2023 1:19PM,1,7,,,,,
2530700203,LIGA CONTRA EL CANCER CAPITULO GIRARDOT,NI,800003577,Privada,NO,Cundinamarca,25307,CRA. 8 No. 14-64,ligagirardot@uniweb.net.co ó ligacontraelcancergirardot@gmail.com,8335226 - 3168226876 -3115565595,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2530700263,RADIOIMAGENES ODONTOMEDICAS LTDA.,NI,808003702,Privada,NO,Cundinamarca,25307,CL 19 No. 8-90 PISO  1,odontomedicas@yahoo.es,0,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2530702062,SERVIODONTO GIRARDOT S.A.S,NI,900219084,Privada,NO,Cundinamarca,25307,KR 8 A Nº 20 A-56 B /  GRANADA,serviodontogdot@gmail.com,8884945,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2530702074,FRESENIUS MEDICAL CARE COLOMBIA S.A.,NI,830007355,Privada,NO,Cundinamarca,25307,KR 7a No. 31 - 54,Impuestos.Freseniuscol@fmc-ag.com,6018886066/ 3103157482 2941400 ext 3236,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
2530702151,"MEDICINA Y SALUD DE COLOMBIA S.A. ""M&S""",NI,830140725,Privada,NO,Cundinamarca,25307,CL 25 No 12 56,directivosmys@gmail.com,8352744,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2530702174,Clínica odontólogica especializada Dentisonrisa S.A.S,NI,900219322,Privada,NO,Cundinamarca,25307,CL 20 # 8 A 13,dentisonrisa@yahoo.com,091-8350437,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2530702180,ODONTOLOGIA GENERAL Y ESPECIALIZADA SONRISA SANA IPS SAS,NI,900281185,Privada,NO,Cundinamarca,25307,CL 20 N° 7 A - 51,endoluisa@yahoo.com,8884901,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2531700044,ESE HOSPITAL SAN JOSE DE GUACHETA,NI,800204497,Pública,SI,Cundinamarca,25317,CARRERA 2 No. 1 - 50,gerencia.secretaria@hospitalguacheta.gov.co,091-855-6129,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923271098,E.S.E. Hospital San José - Guachetá,250610,http://www.hospitalguacheta.gov.co,No
2532000074,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,NI,860020283,Pública,SI,Cundinamarca,25320,CL 4 No. 12-41,gerencia@esehospitalsanjosedeguaduas.gov.co,3113921181,Fecha corte REPS: Jul 4 2023 1:19PM,3,5,93900000,E.S.E. Hospital San José de Guaduas,253440,http://www.hospitalsanjosedeguaduas.gov.co,No
2532600053,E.S.E. HOSPITAL SAN ANTONIO DE GUATAVITA,NI,860035447,Pública,SI,Cundinamarca,25326,CL.6 N° 6-24,"calidadguascaguatavita@gmail.com , hguatavita@cundinamarca.gov.co",3203236100,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,923270906,E.S.E. Hospital San Antonio - Guatavita,251060,http://hfcg182.wixsite.com/hospitalguatavita,No
2537200314,E.S.E POLICLINICO DE JUNIN,NI,900000427,Pública,SI,Cundinamarca,25372,KR 3 N 5 - 27,policlinicojunin@yahoo.com,3157931016,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,220325372,E.S.E. Policlínico de Junín,251220,http://www.policlinicojunin.gov.co,No
2538600014,MESALUD LIMITADA,NI,808000299,Privada,NO,Cundinamarca,25386,CALLE 4A No 27-85,jancafo@hotmail.com,0,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2538600043,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,NI,890680027,Pública,SI,Cundinamarca,25386,CL 8 No. 25-34,gerencia@hospilamesa.gov.co,3172601556,Fecha corte REPS: Jul 4 2023 1:19PM,4,11,123925000,E.S.E. Hospital Pedro León - La Mesa,123925,http://www.hospilamesa.gov.co,No
